Date,High,Low,Open,Close,Volume,Adj Close,Name
2015-01-12,124.86000061035156,123.58999633789062,124.0,124.41999816894531,1181200.0,108.05474853515625,SIG
2015-01-13,125.02999877929688,121.83999633789062,124.12999725341797,123.25,936200.0,107.03865814208984,SIG
2015-01-14,123.12000274658203,121.06999969482422,121.5199966430664,122.37000274658203,1029800.0,106.27439880371094,SIG
2015-01-15,124.12999725341797,120.23999786376953,121.9800033569336,123.29000091552734,1145800.0,107.07340240478516,SIG
2015-01-16,124.83000183105469,121.91000366210938,123.04000091552734,124.68000030517578,738300.0,108.28057861328125,SIG
2015-01-20,126.48999786376953,122.69000244140625,125.77999877929688,123.0199966430664,1074100.0,106.83889770507812,SIG
2015-01-21,124.83999633789062,122.66000366210938,123.38999938964844,124.4000015258789,524500.0,108.03739929199219,SIG
2015-01-22,125.66999816894531,123.68000030517578,125.37000274658203,124.36000061035156,730600.0,108.00267028808594,SIG
2015-01-23,125.66000366210938,123.73999786376953,124.70999908447266,124.83999633789062,624200.0,108.41950988769531,SIG
2015-01-26,125.75,123.95999908447266,125.13999938964844,125.19000244140625,640600.0,108.72349548339844,SIG
2015-01-27,125.97000122070312,123.6500015258789,124.02999877929688,125.33000183105469,448200.0,108.84507751464844,SIG
2015-01-28,126.31999969482422,122.58999633789062,125.56999969482422,122.94999694824219,536800.0,106.77811431884766,SIG
2015-01-29,123.91000366210938,122.18000030517578,123.19000244140625,123.43000030517578,554200.0,107.35212707519531,SIG
2015-01-30,122.86000061035156,120.91000366210938,122.16000366210938,121.11000061035156,838900.0,105.33434295654297,SIG
2015-02-02,121.97000122070312,118.87000274658203,121.12000274658203,121.36000061035156,547800.0,105.5517807006836,SIG
2015-02-03,123.18000030517578,121.20999908447266,121.79000091552734,123.0,412100.0,106.97816467285156,SIG
2015-02-04,123.41000366210938,121.44000244140625,122.08999633789062,121.70999908447266,399900.0,105.8561782836914,SIG
2015-02-05,122.30999755859375,120.05999755859375,121.56999969482422,120.62999725341797,823800.0,104.91686248779297,SIG
2015-02-06,120.69999694824219,118.9800033569336,120.62000274658203,119.58000183105469,697100.0,104.00363159179688,SIG
2015-02-09,119.66999816894531,117.5199966430664,119.16999816894531,117.95999908447266,642600.0,102.59466552734375,SIG
2015-02-10,120.27999877929688,118.19000244140625,118.68000030517578,120.11000061035156,658100.0,104.46460723876953,SIG
2015-02-11,121.2300033569336,119.11000061035156,120.08000183105469,119.45999908447266,472800.0,103.89926147460938,SIG
2015-02-12,120.80000305175781,118.66999816894531,120.26000213623047,119.83000183105469,478500.0,104.22106170654297,SIG
2015-02-13,120.5199966430664,119.48999786376953,120.19999694824219,120.19000244140625,474400.0,104.53419494628906,SIG
2015-02-17,120.44999694824219,119.04000091552734,120.13999938964844,120.2300033569336,533300.0,104.56895446777344,SIG
